id;name_eng;city_eng;country_eng;IATA;ICAO;timeZone
2046;Westport Airport;Westport;New Zealand;WSZ;NZWS;12,0
2047;Wanganui Airport;Wanganui;New Zealand;WAG;NZWU;12,0
2048;Herat Airport;Herat;Afghanistan;HEA;OAHR;42859,0
2049;Jalalabad Airport;Jalalabad;Afghanistan;JAA;OAJL;42859,0
2050;Kabul International Airport;Kabul;Afghanistan;KBL;OAKB;42859,0
2051;Kandahar Airport;Kandahar;Afghanistan;KDH;OAKN;42859,0
2052;Maimana Airport;Maimama;Afghanistan;MMZ;OAMN;42859,0
2053;Mazar I Sharif Airport;Mazar-i-sharif;Afghanistan;MZR;OAMS;42859,0
2054;Shindand Airport;Shindand;Afghanistan;Null;OASD;42859,0
2055;Sheberghan Airport;Sheberghan;Afghanistan;Null;OASG;42859,0
2056;Konduz Airport;Kunduz;Afghanistan;UND;OAUZ;42859,0
2057;Bahrain International Airport;Bahrain;Bahrain;BAH;OBBI;3,0
2058;Sheik Isa Air Base;Bahrain;Bahrain;Null;OBBS;3,0
2059;Abha Regional Airport;Abha;Saudi Arabia;AHB;OEAB;3,0
2060;Al Ahsa Airport;Al-ahsa;Saudi Arabia;HOF;OEAH;3,0
2061;Al Baha Airport;El-baha;Saudi Arabia;ABT;OEBA;3,0
2062;Bisha Airport;Bisha;Saudi Arabia;BHH;OEBH;3,0
2063;Abqaiq Airport;Abqaiq;Saudi Arabia;Null;OEBQ;3,0
2064;King Fahd International Airport;Dammam;Saudi Arabia;DMM;OEDF;3,0
2065;King Abdulaziz Air Base;Dhahran;Saudi Arabia;DHA;OEDR;3,0
2066;Jizan Regional Airport;Gizan;Saudi Arabia;GIZ;OEGN;3,0
2067;Gassim Airport;Gassim;Saudi Arabia;ELQ;OEGS;3,0
2068;Gurayat Domestic Airport;Guriat;Saudi Arabia;URY;OEGT;3,0
2069;Ha'il Airport;Hail;Saudi Arabia;HAS;OEHL;3,0
2070;Jubail Airport;Jubail;Saudi Arabia;Null;OEJB;3,0
2071;King Faisal Naval Base;Jeddah;Saudi Arabia;Null;OEJF;3,0
2072;King Abdulaziz International Airport;Jeddah;Saudi Arabia;JED;OEJN;3,0
2073;King Khaled Military City Airport;King Khalid Mil.city;Saudi Arabia;HBT;OEKK;3,0
2074;Prince Mohammad Bin Abdulaziz Airport;Madinah;Saudi Arabia;MED;OEMA;3,0
2075;Nejran Airport;Nejran;Saudi Arabia;EAM;OENG;3,0
2076;Al Qaisumah/Hafr Al Batin Airport;Hafr Al-batin;Saudi Arabia;AQI;OEPA;3,0
2077;Pump Station 3 Airport;Petroline 3;Saudi Arabia;Null;OEPC;3,0
2078;Pump Station 6 Airport;Petroline 6;Saudi Arabia;Null;OEPF;3,0
2079;Pump Station 10 Airport;Petroline 10;Saudi Arabia;Null;OEPJ;3,0
2080;Rabigh Airport;Rabigh;Saudi Arabia;Null;OERB;3,0
2081;Rafha Domestic Airport;Rafha;Saudi Arabia;RAH;OERF;3,0
2082;King Khaled International Airport;Riyadh;Saudi Arabia;RUH;OERK;3,0
2083;Ras Mishab Airport;Rash Mishab;Saudi Arabia;Null;OERM;3,0
2084;Arar Domestic Airport;Arar;Saudi Arabia;RAE;OERR;3,0
2085;Ras Tanura Airport;Ras Tanura;Saudi Arabia;Null;OERT;3,0
2086;Sharurah Airport;Sharurah;Saudi Arabia;SHW;OESH;3,0
2088;Sulayel Airport;Sulayel;Saudi Arabia;SLF;OESL;3,0
2089;Tabuk Airport;Tabuk;Saudi Arabia;TUU;OETB;3,0
2090;Ta’if Regional Airport;Taif;Saudi Arabia;TIF;OETF;3,0
2091;Thumamah Airport;Thumamah;Saudi Arabia;Null;OETH;3,0
2092;Ras Tanajib Airport;Ras Tanajib;Saudi Arabia;Null;OETN;3,0
2093;Turaif Domestic Airport;Turaif;Saudi Arabia;TUI;OETR;3,0
2095;Al Wajh Domestic Airport;Wejh;Saudi Arabia;EJH;OEWJ;3,0
2096;Prince Abdulmohsin Bin Abdulaziz Airport;Yenbo;Saudi Arabia;YNB;OEYN;3,0
2097;Abadan Airport;Abadan;Iran;ABD;OIAA;42858,0
2098;Dezful Airport;Dezful;Iran;Null;OIAD;42858,0
2099;Aghajari Airport;Aghajari;Iran;Null;OIAG;42858,0
2100;Gachsaran Airport;Gachsaran;Iran;Null;OIAH;42858,0
2101;Shahid Asyaee Airport;Masjed Soleiman;Iran;QMJ;OIAI;42858,0
2102;Omidiyeh Airport;Omidyeh;Iran;Null;OIAJ;42858,0
2103;Mahshahr Airport;Bandar Mahshahr;Iran;MRX;OIAM;42858,0
2104;Ahwaz Airport;Ahwaz;Iran;AWZ;OIAW;42858,0
2105;Abumusa Island Airport;Abumusa I.;Iran;Null;OIBA;42858,0
2106;Bushehr Airport;Bushehr;Iran;BUZ;OIBB;42858,0
2107;Bastak Airport;Bastak;Iran;Null;OIBH;42858,0
2108;Asaloyeh Airport;Golbandi;Iran;Null;OIBI;42858,0
2109;Kish International Airport;Kish Island;Iran;KIH;OIBK;42858,0
2110;Bandar Lengeh Airport;Bandar Lengeh;Iran;BDH;OIBL;42858,0
2111;Khark Island Airport;Khark Island;Iran;Null;OIBQ;42858,0
2112;Sirri Island Airport;Siri Island;Iran;Null;OIBS;42858,0
2113;Lavan Island Airport;Lavan Island;Iran;Null;OIBV;42858,0
2114;Shahid Ashrafi Esfahani Airport;Bakhtaran;Iran;KSH;OICC;42858,0
2117;Sanandaj Airport;Sanandaj;Iran;SDG;OICS;42858,0
2118;Hesa Airport;Daran;Iran;Null;OIFE;42858,0
2119;Shahid Vatan Pour Air Base;Esfahan;Iran;Null;OIFH;42858,0
2120;Kashan Airport;Kashan;Iran;Null;OIFK;42858,0
2121;Esfahan Shahid Beheshti International Airport;Esfahan;Iran;IFN;OIFM;42858,0
2122;Badr Air Base;Sepah;Iran;Null;OIFP;42858,0
2123;Sardar-e-Jangal Airport;Rasht;Iran;RAS;OIGG;42858,0
2125;Arak Airport;Arak;Iran;Null;OIHR;42858,0
2126;Ghazvin Azadi Airport;Abe-ali;Iran;Null;OIIA;42858,0
2127;Kushke Nosrat Airport;Kushke Nosrat;Iran;Null;OIIC;42858,0
2128;Doshan Tappeh Air Base;Teheran;Iran;Null;OIID;42858,0
2130;Ghale Morghi Airport;Teheran;Iran;Null;OIIG;42858,0
2131;Mehrabad International Airport;Teheran;Iran;THR;OIII;42858,0
2132;Qazvin Airport;Ghazvin;Iran;Null;OIIK;42858,0
2133;Naja Airport;Khoram Dareh;Iran;Null;OIIM;42858,0
2134;Bandar Abbas International Airport;Bandar Abbas;Iran;BND;OIKB;42858,0
2135;Jiroft Airport;Jiroft;Iran;Null;OIKJ;42858,0
2136;Kerman Airport;Kerman;Iran;KER;OIKK;42858,0
2138;Havadarya Airport;Bandar Abbas;Iran;Null;OIKP;42858,0
2139;Dayrestan Airport;Gheshm I.;Iran;Null;OIKQ;42858,0
2141;Sirjan Airport;Sirjan;Iran;Null;OIKY;42858,0
2142;Birjand Airport;Birjand;Iran;XBJ;OIMB;42858,0
2143;Sarakhs Airport;Sarakhs;Iran;Null;OIMC;42858,0
2144;Shahroud Airport;Emam Shahr;Iran;Null;OIMJ;42858,0
2147;Tabas Airport;Tabas;Iran;Null;OIMT;42858,0
2148;Kalaleh Airport;Kalaleh;Iran;Null;OINE;42858,0
2151;Ramsar Airport;Ramsar;Iran;RZR;OINR;42858,0
2153;Fasa Airport;Fasa;Iran;Null;OISF;42858,0
2154;Jahrom Airport;Jahrom;Iran;Null;OISJ;42858,0
2156;Lamerd Airport;Lamerd;Iran;Null;OISR;42858,0
2157;Shiraz Shahid Dastghaib International Airport;Shiraz;Iran;SYZ;OISS;42858,0
2158;Khoy Airport;Khoy;Iran;Null;OITK;42858,0
2162;Tabriz International Airport;Tabriz;Iran;TBZ;OITT;42858,0
2163;Zanjan Airport;Zanjan;Iran;Null;OITZ;42858,0
2164;Shahid Sadooghi Airport;Yazd;Iran;AZD;OIYY;42858,0
2165;Zabol Airport;Zabol;Iran;ACZ;OIZB;42858,0
2166;Konarak Airport;Chah Bahar;Iran;ZBR;OIZC;42858,0
2167;Zahedan International Airport;Zahedan;Iran;ZAH;OIZH;42858,0
2168;Iran Shahr Airport;Iran Shahr;Iran;Null;OIZI;42858,0
2169;Saravan Airport;Saravan;Iran;Null;OIZS;42858,0
2170;Queen Alia International Airport;Amman;Jordan;AMM;OJAI;2,0
2171;Amman-Marka International Airport;Amman;Jordan;ADJ;OJAM;2,0
2172;Aqaba King Hussein International Airport;Aqaba;Jordan;AQJ;OJAQ;2,0
2173;Prince Hassan Air Base;Hotel Four;Jordan;Null;OJHF;2,0
2174;Jerusalem Airport;Jerusalem;West Bank;Null;OJJR;2,0
2175;King Hussein Air College;Mafraq;Jordan;OMF;OJMF;2,0
2176;Kuwait International Airport;Kuwait;Kuwait;KWI;OKBK;3,0
2177;Beirut Rafic Hariri International Airport;Beirut;Lebanon;BEY;OLBA;2,0
2178;Rene Mouawad Air Base;Kleiat;Lebanon;Null;OLKA;2,0
2179;Abu Dhabi International Airport;Abu Dhabi;United Arab Emirates;AUH;OMAA;4,0
2180;Bateen Airport;Abu Dhabi;United Arab Emirates;AZI;OMAD;4,0
2181;Al Hamra Aux Airport;Al Hamra;United Arab Emirates;Null;OMAH;4,0
2182;Jebel Dhana Airport;Jebel Dhana;United Arab Emirates;Null;OMAJ;4,0
2184;Al Dhafra Air Base;Abu Dhabi;United Arab Emirates;Null;OMAM;4,0
2185;Arzanah Airport;Arzana;United Arab Emirates;Null;OMAR;4,0
2186;Das Island Airport;Das Island;United Arab Emirates;Null;OMAS;4,0
2187;Zirku Airport;Zirku;United Arab Emirates;Null;OMAZ;4,0
2188;Dubai International Airport;Dubai;United Arab Emirates;DXB;OMDB;4,0
2189;Fujairah International Airport;Fujeirah;United Arab Emirates;FJR;OMFJ;4,0
2190;Ras Al Khaimah International Airport;Ras Al Khaimah;United Arab Emirates;RKT;OMRK;4,0
2191;Sharjah International Airport;Sharjah;United Arab Emirates;SHJ;OMSJ;4,0
2192;Khasab Air Base;Khasab;Oman;KHS;OOKB;4,0
2193;Masirah Air Base;Masirah;Oman;MSH;OOMA;4,0
2194;Muscat International Airport;Muscat;Oman;MCT;OOMS;4,0
2195;Salalah Airport;Salalah;Oman;SLL;OOSA;4,0
2196;Thumrait Air Base;Thumrait;Oman;TTH;OOTH;4,0
2197;Bhagatanwala Airport;Bhagtanwala;Pakistan;Null;OPBG;5,0
2202;Faisalabad International Airport;Faisalabad;Pakistan;LYP;OPFA;5,0
2203;Gwadar International Airport;Gwadar;Pakistan;GWD;OPGD;5,0
2204;Gilgit Airport;Gilgit;Pakistan;GIL;OPGT;5,0
2205;Shahbaz Air Base;Jacobsbad;Pakistan;Null;OPJA;5,0
2206;Jinnah International Airport;Karachi;Pakistan;KHI;OPKC;5,0
2207;Alama Iqbal International Airport;Lahore;Pakistan;LHE;OPLA;5,0
2208;Walton Airport;Lahore;Pakistan;Null;OPLH;5,0
2209;Mangla Airport;Mangla;Pakistan;Null;OPMA;5,0
2210;Muzaffarabad Airport;Muzaffarabad;Pakistan;MFG;OPMF;5,0
2211;Mianwali Air Base;Mianwali;Pakistan;Null;OPMI;5,0
2212;Moenjodaro Airport;Moenjodaro;Pakistan;MJD;OPMJ;5,0
2213;Masroor Air Base;Karachi;Pakistan;Null;OPMR;5,0
2214;Multan International Airport;Multan;Pakistan;MUX;OPMT;5,0
2215;Shaheed Benazirabad Airport;Nawabshah;Pakistan;WNS;OPNH;5,0
2216;Okara Cantonment Airstrip;Okara;Pakistan;Null;OPOK;5,0
2217;Panjgur Airport;Panjgur;Pakistan;PJG;OPPG;5,0
2218;Pasni Airport;Pasni;Pakistan;PSI;OPPI;5,0
2219;Peshawar International Airport;Peshawar;Pakistan;PEW;OPPS;5,0
2220;Qasim Airport;Qasim;Pakistan;Null;OPQS;5,0
2221;Quetta International Airport;Quetta;Pakistan;UET;OPQT;5,0
2222;Shaikh Zaid Airport;Rahim Yar Khan;Pakistan;RYK;OPRK;5,0
2223;Benazir Bhutto International Airport;Islamabad;Pakistan;ISB;OPRN;5,0
2224;Risalpur Air Base;Risalpur;Pakistan;Null;OPRS;5,0
2225;Rawalakot Airport;Rawala Kot;Pakistan;RAZ;OPRT;5,0
2227;Sukkur Airport;Sukkur;Pakistan;SKZ;OPSK;5,0
2228;Saidu Sharif Airport;Saidu Sharif;Pakistan;SDT;OPSS;5,0
2229;Sui Airport;Sui;Pakistan;SUL;OPSU;5,0
2230;Talhar Airport;Talhar;Pakistan;BDN;OPTH;5,0
2232;Wana Airport;Wana;Pakistan;Null;OPWN;5,0
2233;Zhob Airport;Zhob;Pakistan;PZH;OPZB;5,0
2234;Basrah International Airport;Basrah;Iraq;BSR;ORMM;3,0
2235;Aleppo International Airport;Aleppo;Syria;ALP;OSAP;2,0
2236;Damascus International Airport;Damascus;Syria;DAM;OSDI;2,0
2237;Deir ez-Zor Airport;Deire Zor;Syria;DEZ;OSDZ;2,0
2239;Bassel Al-Assad International Airport;Latakia;Syria;LTK;OSLK;2,0
2240;Palmyra Airport;Palmyra;Syria;PMS;OSPR;2,0
2241;Doha International Airport;Doha;Qatar;Null;OTBD;3,0
2242;Canton Island Airport;Canton Island;Kiribati;CIS;PCIS;13,0
2243;Rota International Airport;Rota;Northern Mariana Islands;ROP;PGRO;10,0
2244;Saipan International Airport;Saipan;Northern Mariana Islands;SPN;PGSN;10,0
2245;Andersen Air Force Base;Andersen;Guam;UAM;PGUA;10,0
2246;Antonio B. Won Pat International Airport;Agana;Guam;GUM;PGUM;10,0
2247;Tinian International Airport;West Tinian;Northern Mariana Islands;TIQ;PGWT;10,0
2249;Marshall Islands International Airport;Majuro;Marshall Islands;MAJ;PKMJ;12,0
2250;Dyess Army Air Field;Kwajalein;Marshall Islands;Null;PKRO;12,0
2251;Bucholz Army Air Field;Kwajalein;Marshall Islands;KWA;PKWA;12,0
2252;Cassidy International Airport;Kiritimati;Kiribati;CXI;PLCH;-12,0
2253;Henderson Field;Midway;Midway Islands;MDY;PMDY;-11,0
2254;Chuuk International Airport;Chuuk;Micronesia;TKK;PTKK;10,0
2255;Pohnpei International Airport;Pohnpei;Micronesia;PNI;PTPN;11,0
2256;Babelthuap Airport;Babelthuap;Palau;ROR;PTRO;9,0
2257;Kosrae International Airport;Kosrae;Micronesia;KSA;PTSA;11,0
2258;Yap International Airport;Yap;Micronesia;YAP;PTYA;10,0
2259;Kinmen Airport;Kinmen;Taiwan;KNH;RCBS;8,0
2260;Pingtung South Airport;Pingtung;Taiwan;Null;RCDC;8,0
2261;Longtan Air Base;Longtang;Taiwan;Null;RCDI;8,0
2262;Taitung Airport;Fengnin;Taiwan;TTT;RCFN;8,0
2263;Lyudao Airport;Green Island;Taiwan;GNI;RCGI;8,0
2264;Kaohsiung International Airport;Kaohsiung;Taiwan;KHH;RCKH;8,0
2265;Chiayi Airport;Chiayi;Taiwan;CYI;RCKU;8,0
2267;Lanyu Airport;Lanyu;Taiwan;KYD;RCLY;8,0
2268;Taichung Ching Chuang Kang Airport;Taichung;Taiwan;RMQ;RCMQ;8,0
2270;Tainan Airport;Tainan;Taiwan;TNN;RCNN;8,0
2271;Hsinchu Air Base;Hsinchu;Taiwan;Null;RCPO;8,0
2272;Makung Airport;Makung;Taiwan;MZG;RCQC;8,0
2273;Chihhang Air Base;Taitung;Taiwan;Null;RCQS;8,0
2274;Pingtung North Airport;Pingtung;Taiwan;PIF;RCSQ;8,0
2275;Taipei Songshan Airport;Taipei;Taiwan;TSA;RCSS;8,0
2276;Taiwan Taoyuan International Airport;Taipei;Taiwan;TPE;RCTP;8,0
2277;Wang-an Airport;Wang An;Taiwan;WOT;RCWA;8,0
2278;Hualien Airport;Hualien;Taiwan;HUN;RCYU;8,0
2279;Narita International Airport;Tokyo;Japan;NRT;RJAA;9,0
2280;Matsumoto Airport;Matsumoto;Japan;MMJ;RJAF;9,0
2281;Hyakuri Airport;Ibaraki;Japan;IBR;RJAH;9,0
2282;Minami Torishima Airport;Minami Tori Shima;Japan;Null;RJAM;9,0
2283;Iwo Jima Airport;Iwojima;Japan;IWO;RJAW;9,0
2284;Nanki Shirahama Airport;Nanki-shirahama;Japan;SHM;RJBD;9,0
2285;Kohnan Airport;Kohnan;Japan;Null;RJBK;9,0
2286;Tokachi-Obihiro Airport;Obihiro;Japan;OBO;RJCB;9,0
2287;New Chitose Airport;Sapporo;Japan;CTS;RJCC;9,0
2288;Hakodate Airport;Hakodate;Japan;HKD;RJCH;9,0
2289;Chitose Air Base;Chitose;Japan;SPK;RJCJ;9,0
2290;Memanbetsu Airport;Memanbetsu;Japan;MMB;RJCM;9,0
2291;Nakashibetsu Airport;Nakashibetsu;Japan;SHB;RJCN;9,0
2293;Tokachi Airport;Tokachi;Japan;Null;RJCT;9,0
2294;Wakkanai Airport;Wakkanai;Japan;WKJ;RJCW;9,0
2295;Iki Airport;Iki;Japan;IKI;RJDB;9,0
2296;Yamaguchi Ube Airport;Yamaguchi;Japan;UBJ;RJDC;9,0
2297;Tsushima Airport;Tsushima;Japan;TSJ;RJDT;9,0
2298;Monbetsu Airport;Monbetsu;Japan;MBE;RJEB;9,0
2299;Asahikawa Airport;Asahikawa;Japan;AKJ;RJEC;9,0
2300;Okushiri Airport;Okushiri;Japan;OIR;RJEO;9,0
2301;Rishiri Airport;Rishiri Island;Japan;RIS;RJER;9,0
2302;Ashiya Airport;Ashiya;Japan;Null;RJFA;9,0
2303;Yakushima Airport;Yakushima;Japan;KUM;RJFC;9,0
2304;Fukue Airport;Fukue;Japan;FUJ;RJFE;9,0
2305;Fukuoka Airport;Fukuoka;Japan;FUK;RJFF;9,0
2306;New Tanegashima Airport;Tanegashima;Japan;TNE;RJFG;9,0
2307;Kagoshima Airport;Kagoshima;Japan;KOJ;RJFK;9,0
2308;Miyazaki Airport;Miyazaki;Japan;KMI;RJFM;9,0
2309;Nyutabaru Airport;Nyutabaru;Japan;Null;RJFN;9,0
2310;Oita Airport;Oita;Japan;OIT;RJFO;9,0
2311;Kitakyūshū Airport;Kitakyushu;Japan;KKJ;RJFR;9,0
2312;Kumamoto Airport;Kumamoto;Japan;KMJ;RJFT;9,0
2313;Nagasaki Airport;Nagasaki;Japan;NGS;RJFU;9,0
2314;Kanoya Airport;Kanoya;Japan;Null;RJFY;9,0
2315;Tsuiki Air Field;Tsuiki;Japan;Null;RJFZ;9,0
2316;Amami Airport;Amami;Japan;ASJ;RJKA;9,0
2317;Okierabu Airport;Okierabu;Japan;Null;RJKB;9,0
2318;Tokunoshima Airport;Tokunoshima;Japan;TKN;RJKN;9,0
2319;Fukui Airport;Fukui;Japan;Null;RJNF;9,0
2320;Gifu Airport;Gifu;Japan;Null;RJNG;9,0
2321;Hamamatsu Airport;Hamamatsu;Japan;Null;RJNH;9,0
2322;Komatsu Airport;Kanazawa;Japan;KMQ;RJNK;9,0
2323;Oki Airport;Oki Island;Japan;OKI;RJNO;9,0
2324;Toyama Airport;Toyama;Japan;TOY;RJNT;9,0
2325;Shizuhama Airport;Yaizu;Japan;Null;RJNY;9,0
2326;Hiroshima Airport;Hiroshima;Japan;HIJ;RJOA;9,0
2327;Okayama Airport;Okayama;Japan;OKJ;RJOB;9,0
2328;Izumo Airport;Izumo;Japan;IZO;RJOC;9,0
2329;Hofu Airport;Hofu;Japan;Null;RJOF;9,0
2330;Miho Yonago Airport;Miho;Japan;YGJ;RJOH;9,0
2332;Kōchi Ryōma Airport;Kochi;Japan;KCZ;RJOK;9,0
2333;Matsuyama Airport;Matsuyama;Japan;MYJ;RJOM;9,0
2334;Osaka International Airport;Osaka;Japan;ITM;RJOO;9,0
2335;Tottori Airport;Tottori;Japan;TTJ;RJOR;9,0
2336;Tokushima Airport;Tokushima;Japan;TKS;RJOS;9,0
2337;Takamatsu Airport;Takamatsu;Japan;TAK;RJOT;9,0
2338;Yao Airport;Osaka;Japan;Null;RJOY;9,0
2339;Ozuki Airport;Ozuki;Japan;Null;RJOZ;9,0
2340;Aomori Airport;Aomori;Japan;AOJ;RJSA;9,0
2341;Yamagata Airport;Yamagata;Japan;GAJ;RJSC;9,0
2342;Sado Airport;Sado;Japan;SDS;RJSD;9,0
2343;Hachinohe Airport;Hachinoe;Japan;Null;RJSH;9,0
2344;Hanamaki Airport;Hanamaki;Japan;HNA;RJSI;9,0
2345;Akita Airport;Akita;Japan;AXT;RJSK;9,0
2346;Misawa Air Base;Misawa;Japan;MSJ;RJSM;9,0
2347;Sendai Airport;Sendai;Japan;SDJ;RJSS;9,0
2348;Matsushima Air Base;Matsushima;Japan;Null;RJST;9,0
2350;Atsugi Naval Air Facility;Atsugi;Japan;Null;RJTA;9,0
2351;Tateyama Airport;Tateyama;Japan;Null;RJTE;9,0
2352;Hachijojima Airport;Hachijojima;Japan;HAC;RJTH;9,0
2353;Iruma Air Base;Iruma;Japan;Null;RJTJ;9,0
2354;Kisarazu Airport;Kisarazu;Japan;Null;RJTK;9,0
2355;Shimofusa Airport;Shimofusa;Japan;Null;RJTL;9,0
2356;Oshima Airport;Oshima;Japan;OIM;RJTO;9,0
2358;Kastner Army Heliport;Zama;Japan;Null;RJTR;9,0
2359;Tokyo Haneda International Airport;Tokyo;Japan;HND;RJTT;9,0
2360;Yokota Air Base;Yokota;Japan;OKO;RJTY;9,0
2361;Gwangju Airport;Kwangju;South Korea;KWJ;RKJJ;9,0
2364;Jeon Ju Airport;Jhunju;South Korea;CHN;RKJU;9,0
2365;Yeosu Airport;Yeosu;South Korea;RSU;RKJY;9,0
2366;Sokcho Airport;Sokch'o;South Korea;SHO;RKND;9,0
2367;Gangneung Airport;Kangnung;South Korea;KAG;RKNN;9,0
2370;Jeju International Airport;Cheju;South Korea;CJU;RKPC;9,0
2371;Jinhae Airport;Chinhae;South Korea;Null;RKPE;9,0
2372;Gimhae International Airport;Busan;South Korea;PUS;RKPK;9,0
2374;Ulsan Airport;Ulsan;South Korea;USN;RKPU;9,0
2375;A 511 Airport;Pyongtaek;South Korea;Null;RKSG;9,0
2376;Seoul Air Base;Seoul East;South Korea;SSN;RKSM;9,0
2377;Osan Air Base;Osan;South Korea;OSN;RKSO;9,0
2378;Gimpo International Airport;Seoul;South Korea;GMP;RKSS;9,0
2379;Suwon Airport;Suwon;South Korea;SWU;RKSW;9,0
2380;Pohang Airport;Pohang;South Korea;KPO;RKTH;9,0
2381;Daegu Airport;Taegu;South Korea;TAE;RKTN;9,0
2383;Yecheon Airport;Yechon;South Korea;YEC;RKTY;9,0
2384;Naha Airport;Okinawa;Japan;OKA;ROAH;9,0
2385;Ie Shima Auxiliary Air Base;Iejima;Japan;Null;RODE;9,0
2386;Kadena Air Base;Kadena;Japan;DNA;RODN;9,0
2387;Ishigaki Airport;Ishigaki;Japan;ISG;ROIG;9,0
2388;Kumejima Airport;Kumejima;Japan;UEO;ROKJ;9,0
2389;Minami-Daito Airport;Minami Daito;Japan;MMD;ROMD;9,0
2390;Miyako Airport;Miyako;Japan;MMY;ROMY;9,0
2391;Kitadaito Airport;Kitadaito;Japan;KTD;RORK;9,0
2392;Shimojishima Airport;Shimojishima;Japan;SHI;RORS;9,0
2393;Tarama Airport;Tarama;Japan;Null;RORT;9,0
2394;Yoron Airport;Yoron;Japan;RNJ;RORY;9,0
2396;Yonaguni Airport;Yonaguni Jima;Japan;OGN;ROYN;9,0
2397;Ninoy Aquino International Airport;Manila;Philippines;MNL;RPLL;8,0
2399;Awang Airport;Cotabato;Philippines;CBO;RPMC;8,0
2400;Cagayan De Oro Airport;Ladag;Philippines;CGY;RPML;8,0
2401;Pagadian Airport;Pagadian;Philippines;PAG;RPMP;8,0
2402;General Santos International Airport;Romblon;Philippines;GES;RPMR;8,0
2404;Zamboanga International Airport;Zamboanga;Philippines;ZAM;RPMZ;8,0
2405;Loakan Airport;Baguio;Philippines;BAG;RPUB;8,0
2406;Daet Airport;Daet;Philippines;Null;RPUD;8,0
2407;Basa Air Base;Floridablanca;Philippines;Null;RPUF;8,0
2408;Lingayen Airport;Lingayen;Philippines;Null;RPUG;8,0
2409;San Jose Airport;San Jose;Philippines;SJI;RPUH;8,0
2410;Fernando Air Base;Lipa;Philippines;Null;RPUL;8,0
2411;Mamburao Airport;Mamburao;Philippines;Null;RPUM;8,0
2414;Vigan Airport;Vigan;Philippines;Null;RPUQ;8,0
2415;Dr.Juan C. Angara Airport;Baler;Philippines;Null;RPUR;8,0
2421;Bagabag Airport;Bagabag;Philippines;Null;RPUZ;8,0
2422;Daniel Z. Romualdez Airport;Tacloban;Philippines;TAC;RPVA;8,0
2423;Bacolod-Silay City International Airport;Bacolod;Philippines;BCD;RPVB;8,0
2425;Sibulan Airport;Dumaguete;Philippines;DGT;RPVD;8,0
2426;Godofredo P. Ramos Airport;Caticlan;Philippines;MPH;RPVE;8,0
2428;Guiuan Airport;Guiuan;Philippines;Null;RPVG;8,0
2429;Iloilo International Airport;Iloilo;Philippines;ILO;RPVI;8,0
2430;Kalibo International Airport;Kalibo;Philippines;KLO;RPVK;8,0
2433;Puerto Princesa Airport;Puerto Princesa;Philippines;PPS;RPVP;8,0
2435;Evelio Javier Airport;San Jose;Philippines;Null;RPVS;8,0
2436;Comodoro Pierrestegui Airport;Concordia;Argentina;COC;SAAC;-3,0
2437;Gualeguaychu Airport;Gualeguaychu;Argentina;GHU;SAAG;-3,0
2438;Junin Airport;Junin;Argentina;Null;SAAJ;-3,0
2439;General Urquiza Airport;Parana;Argentina;PRA;SAAP;-3,0
2440;Islas Malvinas Airport;Rosario;Argentina;ROS;SAAR;-3,0
2441;Sauce Viejo Airport;Santa Fe;Argentina;SFN;SAAV;-3,0
2442;Jorge Newbery Airpark;Buenos Aires;Argentina;AEP;SABE;-3,0
2443;Ingeniero Ambrosio Taravella Airport;Cordoba;Argentina;COR;SACO;-3,0
2444;Chamical Airport;Gobernador Gordillo;Argentina;Null;SACT;-3,0
2445;San Fernando Airport;San Fernando;Argentina;Null;SADF;-3,0
2446;Mariano Moreno Airport;Jose C. Paz;Argentina;Null;SADJ;-3,0
2447;La Plata Airport;La Plata;Argentina;LPG;SADL;-3,0
2448;Moron Airport;Moron;Argentina;Null;SADM;-3,0
2449;El Palomar Airport;El Palomar;Argentina;Null;SADP;-3,0
2450;Chos Malal Airport;Chosmadal;Argentina;Null;SAHC;-3,0
2451;Dr. Arturo H. Illia Airport;Fuerte Gral Roca;Argentina;Null;SAHR;-3,0
2452;El Plumerillo Airport;Mendoza;Argentina;MDZ;SAME;-3,0
2453;Comodoro D.R. Salomón Airport;Malargue;Argentina;LGS;SAMM;-3,0
2454;Suboficial Ay Santiago Germano Airport;San Rafael;Argentina;AFA;SAMR;-3,0
2455;Catamarca Airport;Catamarca;Argentina;CTC;SANC;-3,0
2456;Vicecomodoro Angel D. La Paz Aragonés Airport;Santiago Del Estero;Argentina;SDE;SANE;-3,0
2457;Tinogasta Airport;Tinogasta;Argentina;Null;SANI;-3,0
2458;Capitan V A Almonacid Airport;La Rioja;Argentina;IRJ;SANL;-3,0
2459;Chilecito Airport;Chilecito;Argentina;Null;SANO;-3,0
2460;Teniente Benjamin Matienzo Airport;Tucuman;Argentina;TUC;SANT;-3,0
2461;Domingo Faustino Sarmiento Airport;San Julian;Argentina;UAQ;SANU;-3,0
2462;Area De Material Airport;Rio Cuarto;Argentina;RCU;SAOC;-3,0
2463;Villa Dolores Airport;Villa Dolores;Argentina;VDR;SAOD;-3,0
2464;La Quiaca Airport;Laboulaye;Argentina;Null;SAOL;-3,0
2465;Marcos Juarez Airport;Marcos Juarez;Argentina;Null;SAOM;-3,0
2466;Villa Reynolds Airport;Villa Reynolds;Argentina;Null;SAOR;-3,0
